,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
7263,4,9,0,2,5,3,4,29,35.89,16.35,9590.94,0.2,111,0.06,532.83,586.68,47,64,23,16,39,N
7264,2,1,0,0,1,1,1,4,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,8,N
7265,3,1,0,0,1,1,1,4,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,9,N
7266,1,3,0,0,2,1,1,4,22.75,4.4,440.34,0.03,24,0.23,24.46,100.08,11,13,10,8,7,N
7267,0,1,0,0,1,1,1,3,16.14,3,145.3,0.02,14,0.33,8.07,48.43,5,9,5,6,5,N
7268,19,18,1,27,10,9,1,58,41.62,36.72,56114.22,0.51,262,0.03,3117.46,1528.22,94,168,32,25,108,N
7269,10,7,4,0,4,4,1,35,43.03,21.91,20662.05,0.31,181,0.05,1147.89,942.91,72,109,23,14,51,N
7270,0,1,0,0,1,1,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,4,N
7271,21,13,1,1,7,6,5,53,57.81,25.64,38010.92,0.49,252,0.04,2111.72,1482.43,100,152,39,20,78,N
7272,12,19,0,7,10,8,8,70,71.38,24.55,43003.64,0.58,292,0.04,2389.09,1752,108,184,44,20,91,N
7273,14,7,0,0,4,3,4,32,44.69,18.07,14589.43,0.27,155,0.06,810.52,807.47,53,102,22,15,48,N
7274,13,40,0,10,21,19,19,93,78.88,34.37,93190.81,0.9,423,0.03,5177.27,2711.17,156,267,59,26,118,N
7275,0,25,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,N
7276,2,3,0,1,2,2,1,8,20.36,5.5,616,0.04,28,0.18,34.22,112,11,17,8,8,13,N
7277,7,9,3,8,5,5,1,28,29.36,17.1,8586.14,0.17,95,0.06,477.01,502.11,36,59,20,19,48,N
7278,5,7,2,2,4,4,1,21,43.61,7.75,2619.3,0.11,67,0.13,145.52,337.97,31,36,22,11,32,N
7279,7,5,0,8,3,3,1,24,30.84,17.5,9445.63,0.18,107,0.06,524.76,539.75,42,65,18,15,41,N
7280,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7281,16,5,0,0,3,3,1,16,34.85,12.81,5721.32,0.15,95,0.08,317.85,446.54,41,54,16,10,34,N
7282,2,5,0,0,3,3,1,16,40.1,11.39,5201.29,0.15,95,0.09,288.96,456.7,41,54,18,10,20,N
7283,10,11,3,1,7,5,1,35,32.88,18.38,11100.41,0.2,110,0.05,616.69,604.1,42,68,24,21,54,N
7284,1,3,0,0,2,2,1,9,28.52,5,713.12,0.05,33,0.2,39.62,142.62,15,18,12,8,12,N
7285,1,3,0,0,2,2,1,9,28.52,5,713.12,0.05,33,0.2,39.62,142.62,15,18,12,8,12,N
7286,0,3,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,N
7287,4,3,1,0,2,2,1,13,27.19,7.86,1678.42,0.07,46,0.13,93.25,213.62,20,26,14,11,20,N
7288,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7289,0,1,0,0,1,1,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,4,N
7290,0,1,0,0,1,1,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,4,N
7291,3,5,0,0,3,3,1,17,36.57,9.17,3072.67,0.11,69,0.11,170.7,335.2,30,39,18,11,22,N
7292,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7293,7,109,2,3,55,40,29,288,133.58,58.99,464855.46,2.63,1096,0.02,25825.3,7880.05,476,620,117,29,302,N
7294,8,11,1,0,6,5,5,60,51.33,32.49,54178.14,0.56,279,0.03,3009.9,1667.66,113,166,40,23,71,N
7295,1,5,0,0,3,3,1,19,43.86,10.17,4540.08,0.15,87,0.1,252.23,446.25,39,48,23,12,23,N
7296,14,27,3,11,14,10,14,48,52.4,31.5,51997.3,0.55,283,0.03,2888.74,1650.71,108,175,36,21,78,N
7297,0,3,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,N
7298,1,3,0,0,2,2,1,8,15.86,4.67,345.37,0.02,20,0.21,19.19,74.01,8,12,6,7,11,N
7299,5,9,1,4,5,5,4,24,69.88,10,6988.07,0.23,128,0.1,388.23,698.81,60,68,33,11,36,N
7300,5,23,0,6,12,12,12,35,48.26,18.31,16173.75,0.29,166,0.05,898.54,883.44,68,98,26,14,48,N
7301,0,1,0,7,1,1,1,5,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,12,N
7302,8,65,0,6,33,21,33,112,82.92,51.53,220183.61,1.42,686,0.02,12232.42,4272.97,219,467,51,24,128,N
7303,1,1,0,0,1,1,1,6,20.3,4.81,470.05,0.03,25,0.21,26.11,97.67,11,14,8,7,9,N
7304,1,1,0,0,1,1,1,6,20.3,4.81,470.05,0.03,25,0.21,26.11,97.67,11,14,8,7,9,N
7305,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7306,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7307,1,1,0,0,1,1,1,6,20.3,4.81,470.05,0.03,25,0.21,26.11,97.67,11,14,8,7,9,N
7308,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7309,7,13,0,0,7,6,6,31,18.3,45.6,38046.08,0.28,164,0.02,2113.67,834.34,72,92,15,19,40,N
7310,3,3,0,0,2,1,1,12,21.46,5.33,610.39,0.04,28,0.19,33.91,114.45,12,16,9,8,17,N
7311,5,1,0,5,1,1,1,15,29.97,8.33,2081.07,0.08,56,0.12,115.61,249.73,20,36,12,10,27,N
7312,7,1,0,5,1,1,1,20,34.25,10.42,3716.19,0.12,80,0.1,206.46,356.75,25,55,12,10,34,N
7313,1,3,0,0,2,2,1,8,21.68,5,542.09,0.04,26,0.2,30.12,108.42,10,16,9,9,11,N
7314,0,3,0,0,2,2,1,8,21.68,5,542.09,0.04,26,0.2,30.12,108.42,10,16,9,9,10,N
7315,2,1,0,0,1,1,1,5,16.71,5.14,442.04,0.03,22,0.19,24.56,85.95,9,13,7,8,9,N
7316,13,17,1,13,9,7,1,80,34.82,66,151654.92,0.77,416,0.02,8425.27,2297.8,132,284,23,23,109,N
7317,13,15,2,3,8,7,1,63,37,48.7,87726.19,0.6,332,0.02,4873.68,1801.52,112,220,23,20,83,N
7318,3,21,0,0,11,11,11,40,61.67,18.22,20471.17,0.37,191,0.05,1137.29,1123.58,83,108,41,18,47,N
7319,2,7,0,0,4,4,1,23,32.87,15.79,8193.49,0.17,102,0.06,455.19,518.91,40,62,19,15,28,N
7320,3,5,0,3,3,3,1,23,36.88,16.92,10558.43,0.21,115,0.06,586.58,624.02,47,68,25,18,33,N
7321,12,69,0,12,35,25,30,74,57.03,50.67,146392.82,0.96,473,0.02,8132.93,2889.33,190,283,45,24,102,N
7322,2,1,0,0,1,1,1,4,18.98,2.92,161.44,0.02,16,0.34,8.97,55.35,7,9,6,5,8,N
7323,1,25,1,0,13,11,12,26,28.89,22.37,14455.38,0.22,125,0.04,803.08,646.24,50,75,19,17,30,N
7324,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7325,2,11,0,2,6,6,6,27,44.49,9.45,3976.59,0.14,82,0.11,220.92,420.6,32,50,22,13,33,N
7326,1,5,0,0,3,3,1,18,34.35,9,2782.21,0.1,63,0.11,154.57,309.13,27,36,18,12,22,N
7327,0,3,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,N
7328,5,69,0,0,35,33,34,72,82.9,31.97,84740.85,0.88,431,0.03,4707.83,2650.54,175,256,52,19,79,N
7329,2,7,0,0,4,4,1,36,44.02,16,11268.27,0.23,129,0.06,626.01,704.27,56,73,28,16,41,N
7330,8,87,0,3,44,43,43,99,99.91,37.81,142850.32,1.26,591,0.03,7936.13,3777.86,242,349,64,20,112,N
7331,5,11,2,1,6,3,4,45,50.44,22.69,25978.54,0.38,198,0.04,1443.25,1144.71,86,112,36,19,57,N
7332,0,5,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,N
7333,5,7,0,8,4,4,1,22,20.6,14.54,4355.11,0.1,63,0.07,241.95,299.56,27,36,13,14,37,N
7334,5,7,0,8,4,4,1,21,20.33,14.42,4229.55,0.1,61,0.07,234.97,293.25,25,36,13,15,36,N
7335,1,1,0,0,1,1,1,3,16.73,3,150.57,0.02,14,0.33,8.36,50.19,6,8,6,6,6,N
7336,1,3,0,0,2,2,1,4,20,7.22,1043.09,0.05,34,0.14,57.95,144.43,13,21,9,10,7,N
7337,1,3,0,0,2,2,1,4,20,7.22,1043.09,0.05,34,0.14,57.95,144.43,13,21,9,10,7,N
7338,1,3,0,0,2,2,1,8,15.86,4.67,345.37,0.02,20,0.21,19.19,74.01,8,12,6,7,11,N
7339,5,39,0,0,20,19,12,84,49.65,42,87583.27,0.7,345,0.02,4865.74,2085.32,147,198,42,24,91,N
7340,4,25,0,0,13,13,9,45,44.11,24.82,27178.44,0.36,194,0.04,1509.91,1094.91,81,113,31,19,51,N
7341,1,3,0,0,2,2,1,4,20,7.22,1043.09,0.05,34,0.14,57.95,144.43,13,21,9,10,7,N
7342,2,11,0,0,6,6,6,21,28.7,13.87,5520.8,0.13,77,0.07,306.71,398.08,31,46,19,17,25,N
7343,0,1,0,0,1,1,1,3,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,7,12,6,7,5,N
7344,1,21,0,0,11,11,11,20,30.1,21.47,13878.22,0.22,126,0.05,771.01,646.29,51,75,19,16,23,N
7345,2,1,0,0,1,1,1,4,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,8,N
7346,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7347,5,9,2,2,5,5,1,28,50.21,8.48,3609.84,0.14,83,0.12,200.55,425.73,37,46,24,11,39,N
7348,2,1,0,0,1,1,1,4,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,8,N
7349,0,1,0,0,1,1,1,3,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,5,9,5,7,5,N
7350,1,3,0,0,2,2,1,9,19.46,4.5,394.06,0.03,23,0.22,21.89,87.57,9,14,7,7,12,N
7351,3,5,0,0,3,2,1,14,13.79,13.13,2374.87,0.06,40,0.08,131.94,180.94,14,26,8,15,19,N
7352,9,27,0,6,14,12,11,66,51.3,27.91,39951.55,0.48,236,0.04,2219.53,1431.6,100,136,43,24,83,N
7353,7,15,0,10,8,7,4,58,70.25,27.53,53255.14,0.64,320,0.04,2958.62,1934.21,118,202,45,21,77,N
7354,0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
7355,0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
7356,5,11,0,0,6,5,4,24,23.82,22.63,12200.93,0.18,102,0.04,677.83,539.11,43,59,19,20,31,N
7357,15,59,1,21,30,22,28,172,93.93,54.11,275056.01,1.69,751,0.02,15280.89,5082.91,285,466,79,30,211,N
7358,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7359,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7360,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7361,1,5,0,0,3,3,1,23,42.44,10.64,4801.01,0.15,88,0.09,266.72,451.38,36,52,22,13,27,N
7362,14,21,14,15,11,5,6,77,73.24,38.41,108054.68,0.94,445,0.03,6003.04,2813.26,169,276,55,25,122,N
7363,1,3,0,0,2,2,1,4,20,7.22,1043.09,0.05,34,0.14,57.95,144.43,13,21,9,10,7,N
7364,1,1,0,0,1,1,1,4,15.5,3,139.52,0.02,14,0.33,7.75,46.51,6,8,5,5,7,N
7365,4,11,0,9,6,4,5,28,28.76,14.78,6280.56,0.14,85,0.07,348.92,425,38,47,18,14,43,Y
7366,2,1,0,0,1,1,1,4,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,8,N
7367,1,3,0,0,2,2,1,5,21.11,7.7,1251.37,0.05,37,0.13,69.52,162.52,14,23,10,11,8,N
7368,0,1,0,0,1,1,1,3,13.88,4,222.03,0.02,15,0.25,12.33,55.51,5,10,5,8,5,N
7369,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7370,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7371,2,1,0,0,1,1,1,4,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,8,N
7372,12,29,2,8,15,14,14,64,59.44,29.62,52130.58,0.59,298,0.03,2896.14,1760.25,110,188,39,21,88,N
7373,2,5,1,0,3,3,1,31,46.35,13,7832.97,0.2,114,0.08,435.16,602.54,52,62,26,13,37,N
7374,2,27,0,5,14,9,11,23,32.07,23.73,18057.3,0.25,143,0.04,1003.18,761.04,58,85,22,18,32,N
7375,11,59,14,18,30,21,28,139,85.99,39.26,132550.97,1.13,524,0.03,7363.94,3376.1,232,292,65,22,184,N
7376,0,1,0,0,1,1,1,3,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,5,9,5,7,5,N
7377,8,13,0,0,7,6,5,43,37.62,18.57,12979.7,0.23,128,0.05,721.09,698.81,59,69,27,17,53,N
7378,0,1,0,0,1,1,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,4,N
7379,0,1,0,0,1,1,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,4,N
7380,0,5,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,N
7381,7,13,1,4,7,7,4,36,88.18,10.88,10445.17,0.32,166,0.09,580.29,959.71,78,88,43,12,51,N
7382,7,13,1,4,7,7,4,36,88.18,10.88,10445.17,0.32,166,0.09,580.29,959.71,78,88,43,12,51,N
7383,1,1,0,0,1,1,1,5,20.76,4,332.19,0.03,25,0.25,18.46,83.05,12,13,6,4,9,N
7384,7,13,1,4,7,7,4,36,88.18,10.88,10445.17,0.32,166,0.09,580.29,959.71,78,88,43,12,51,N
7385,0,1,0,0,1,1,1,2,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,5,8,5,7,4,N
7386,2,23,0,0,12,12,12,36,46.63,17.29,13945.85,0.27,146,0.06,774.77,806.44,59,87,29,17,40,N
7387,5,119,0,3,60,59,57,123,114.63,41.29,195387.16,1.58,729,0.02,10854.84,4732.56,289,440,70,20,133,N
7388,2,7,1,1,4,4,1,36,32.5,21.07,14425.97,0.23,127,0.05,801.44,684.82,51,76,23,19,42,N
7389,2,5,0,0,3,3,1,22,37.1,11.74,5113.31,0.15,83,0.09,284.07,435.58,36,47,23,15,27,N
7390,6,13,0,2,7,5,6,41,58.54,15.65,14331.67,0.31,164,0.06,796.2,915.93,76,88,34,14,53,N
7391,5,9,0,5,5,5,5,42,54.46,20.08,21961.5,0.36,198,0.05,1220.08,1093.67,83,115,31,15,54,N
7392,1,5,0,0,3,2,1,9,18.99,10.77,2201.88,0.07,43,0.09,122.33,204.46,20,23,13,14,12,N
7393,1,9,0,0,5,5,5,17,20.48,14.86,4519.95,0.1,62,0.07,251.11,304.23,26,36,14,16,20,N
7394,1,23,0,0,12,11,11,25,32.4,20.57,13717.23,0.22,128,0.05,762.07,666.81,54,74,21,16,28,N
7395,1,5,0,0,3,2,1,9,19.34,11.31,2473.27,0.07,46,0.09,137.4,218.72,21,25,13,14,14,N
7396,4,17,0,0,9,9,7,31,29.27,22.43,14728.24,0.22,121,0.04,818.24,656.58,47,76,22,21,38,N
7397,2,19,0,0,10,9,9,34,29.93,22.75,15492.52,0.23,124,0.04,860.7,680.99,52,72,24,21,40,N
7398,1,9,0,0,5,5,5,18,20.24,16,5181.68,0.11,66,0.06,287.87,323.85,28,38,14,16,21,N
7399,1,17,0,0,9,8,9,17,27.71,16.89,7904.79,0.16,92,0.06,439.15,468.05,38,54,18,16,20,N
7400,72,61,10,94,36,19,13,242,101.19,85.42,738409.04,2.88,1188,0.01,41022.72,8644.04,445,743,112,43,420,N
7401,70,59,9,72,35,18,12,221,99.02,85.02,715769.77,2.81,1160,0.01,39764.99,8418.57,435,725,110,43,374,N
7402,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7403,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7404,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7405,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7406,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7407,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,N
7408,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7409,2,7,0,0,4,2,1,7,19.14,7,937.86,0.04,31,0.14,52.1,133.98,14,17,10,10,11,N
7410,9,12,1,2,7,6,1,40,32.5,20.87,14155.47,0.23,125,0.05,786.42,678.28,48,77,23,20,54,N
7411,4,5,0,1,3,3,1,22,43.05,7.75,2585.93,0.11,68,0.13,143.66,333.67,31,37,20,10,29,N
7412,1,1,0,0,1,1,1,4,18.98,2.92,161.44,0.02,16,0.34,8.97,55.35,7,9,6,5,7,N
7413,5,33,0,0,17,13,17,40,31.22,40.07,50122.29,0.42,232,0.02,2784.57,1251.02,97,135,23,19,47,N
7414,8,77,0,0,39,31,39,102,44.44,66.81,198326.2,0.99,526,0.01,11018.12,2968.67,218,308,31,19,112,N
7415,4,5,0,0,3,3,1,25,45.42,14,8902.61,0.21,123,0.07,494.59,635.9,44,79,22,14,31,N
7416,7,13,1,4,7,7,4,36,88.18,10.88,10445.17,0.32,166,0.09,580.29,959.71,78,88,43,12,51,N
7417,0,1,0,0,1,1,1,3,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,4,8,4,7,5,N
7418,2,1,0,0,1,1,1,6,34.38,3.75,483.48,0.04,33,0.27,26.86,128.93,15,18,10,5,10,N
7419,2,1,0,0,1,1,1,6,34.38,3.75,483.48,0.04,33,0.27,26.86,128.93,15,18,10,5,10,N
7420,2,9,0,0,5,5,5,18,29.64,12.63,4729.74,0.12,73,0.08,262.76,374.44,30,43,19,16,24,N
7421,0,1,0,0,1,1,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,4,N
7422,3,9,0,5,5,5,5,23,27.05,17.53,8308.53,0.16,91,0.06,461.58,474.06,37,54,19,18,33,N
7423,1,3,0,0,2,2,1,13,43.07,6.32,1718.19,0.09,56,0.16,95.46,272.05,24,32,19,10,17,N
7424,1,3,0,0,2,2,1,13,43.07,6.32,1718.19,0.09,56,0.16,95.46,272.05,24,32,19,10,17,N
7425,1,3,0,0,2,2,1,12,37.72,5.29,1057.26,0.07,42,0.19,58.74,199.71,18,24,17,10,16,N
7426,2,5,0,0,3,3,1,19,38.02,9.6,3504,0.12,73,0.1,194.67,365,32,41,20,12,23,N
7427,1,3,0,0,2,2,1,12,37.72,5.29,1057.26,0.07,42,0.19,58.74,199.71,18,24,17,10,16,N
7428,10,35,0,0,18,16,10,94,74.07,39.86,117688.34,0.98,474,0.03,6538.24,2952.46,205,269,54,21,109,N
7429,1,7,0,0,4,3,4,20,30.6,13.24,5360.29,0.14,81,0.08,297.79,405,30,51,17,15,24,N
7430,3,7,0,0,4,4,1,35,44.29,16.3,11760.93,0.24,133,0.06,653.38,721.69,55,78,27,16,41,N
7431,1,9,0,0,5,4,1,29,50.48,12.25,7575.3,0.21,117,0.08,420.85,618.39,49,68,26,13,33,N
7432,17,23,4,13,12,8,6,96,78.71,35.6,99732.57,0.93,436,0.03,5540.7,2801.85,195,241,63,23,133,N
7433,3,23,0,0,12,11,8,48,47.45,29.75,41993.89,0.47,242,0.03,2332.99,1411.56,102,140,36,21,55,N
7434,5,13,0,0,7,5,4,30,30.46,21.07,13517.25,0.21,119,0.05,750.96,641.69,51,68,23,19,37,N
7435,0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
7436,0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
7437,2,3,0,0,2,1,1,8,19.25,6.5,813.14,0.04,30,0.15,45.17,125.1,13,17,9,9,12,N
7438,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7439,0,1,0,0,1,1,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,4,N
7440,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7441,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7442,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7443,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7444,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7445,14,29,0,7,15,12,8,65,49.54,37.3,68939.41,0.62,308,0.03,3829.97,1848,133,175,41,23,88,N
7446,0,1,0,0,1,1,1,2,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,5,8,5,7,4,N
7447,5,25,8,13,13,10,11,50,53,26.57,37421.71,0.47,233,0.04,2078.98,1408.34,93,140,42,24,78,N
7448,8,55,0,7,28,19,20,125,79.03,48.45,185548.49,1.28,587,0.02,10308.25,3829.33,246,341,66,26,142,N
7449,8,5,2,0,3,3,1,21,29.16,15.17,6707.86,0.15,92,0.07,372.66,442.28,35,57,15,13,33,N
7450,7,15,4,3,8,5,8,26,32.89,23.85,18703.63,0.26,142,0.04,1039.08,784.35,62,80,26,20,42,N
7451,0,9,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,81,N
7452,1,19,0,0,10,9,10,20,30.91,18.4,10463.93,0.19,110,0.05,581.33,568.69,46,64,20,16,23,N
7453,0,1,0,0,1,1,1,2,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,4,N
7454,2,5,0,0,3,1,1,16,18.15,12.1,2657.35,0.07,50,0.08,147.63,219.62,22,28,10,11,20,N
7455,1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
7456,4,3,0,5,2,1,1,10,21.22,5.78,708.49,0.04,30,0.17,39.36,122.62,13,17,9,8,21,N
7457,0,1,0,0,1,1,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,4,N
7458,1,19,0,0,10,9,10,25,32.67,20.57,13824.4,0.22,129,0.05,768.02,672.02,54,75,21,16,28,N
7459,3,9,0,0,5,4,5,33,40.36,16.67,11218.59,0.22,124,0.06,623.26,672.86,51,73,26,17,38,N
7460,4,3,1,0,2,2,1,20,50,9.75,4753.49,0.16,91,0.1,264.08,487.54,42,49,28,13,28,N
7461,1,3,0,0,2,2,1,12,37.72,5.29,1057.26,0.07,42,0.19,58.74,199.71,18,24,17,10,16,N
7462,1,11,1,0,6,4,1,20,25.74,21.18,11541.18,0.18,109,0.05,641.18,545,48,61,17,15,24,N
7463,0,31,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,85,N
7464,4,25,5,3,13,7,12,34,35.06,23.18,18839.28,0.27,156,0.04,1046.63,812.67,68,88,22,15,48,N
7465,4,25,5,3,13,7,12,35,36.72,23.15,19683.15,0.28,162,0.04,1093.51,850.16,71,91,23,15,49,N
7466,4,25,5,3,13,7,12,34,35.06,23.18,18839.28,0.27,156,0.04,1046.63,812.67,68,88,22,15,48,N
7467,4,21,0,9,11,3,9,41,20.77,30.84,19763.53,0.21,123,0.03,1097.97,640.76,47,76,16,21,56,N
7468,4,25,5,3,13,7,12,34,35.06,23.18,18839.28,0.27,156,0.04,1046.63,812.67,68,88,22,15,48,N
7469,4,25,5,3,13,7,12,34,33.21,24.29,19586.63,0.27,156,0.04,1088.15,806.51,68,88,21,15,48,N
7470,4,25,5,3,13,7,12,35,33.21,24.29,19586.63,0.27,156,0.04,1088.15,806.51,68,88,21,15,49,N
7471,4,11,0,13,6,6,5,32,25.31,24.23,14852.51,0.2,116,0.04,825.14,613.11,51,65,20,19,51,N
7472,5,7,0,8,4,4,3,22,47.06,8.94,3759.12,0.14,82,0.11,208.84,420.6,39,43,24,11,37,N
7473,11,23,12,6,12,10,5,112,91.89,33.65,104067.72,1.03,492,0.03,5781.54,3092.42,209,283,59,19,144,N
7474,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7475,3,11,0,4,6,4,5,54,50.11,25.15,31688.88,0.42,220,0.04,1760.49,1260.14,90,130,34,19,64,N
7476,2,7,0,4,4,1,1,9,22.92,8,1467.19,0.06,40,0.13,81.51,183.4,16,24,12,12,17,N
7477,3,7,0,1,4,1,1,12,25.77,8.25,1754.01,0.07,47,0.12,97.45,212.61,18,29,12,11,18,N
7478,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7479,0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
7480,3,5,0,0,3,3,1,17,40.8,9.35,3566.77,0.13,77,0.11,198.15,381.47,34,43,20,11,22,N
7481,3,5,0,0,3,3,1,17,40.8,9.35,3566.77,0.13,77,0.11,198.15,381.47,34,43,20,11,22,N
7482,4,7,0,0,4,2,4,14,14.37,14.22,2906.02,0.07,44,0.07,161.45,204.33,16,28,9,16,20,N
7483,5,5,0,1,3,3,1,20,33.95,10.4,3672.32,0.12,70,0.1,204.02,353.11,32,38,20,13,28,N
7484,1,3,0,0,2,2,1,9,37.11,4.27,675.52,0.05,35,0.23,37.53,158.32,16,19,15,8,12,N
7485,1,5,0,0,3,3,1,17,55.21,7.13,2806.18,0.13,75,0.14,155.9,393.59,35,40,27,11,20,N
7486,1,3,0,0,2,2,1,8,15.86,4.67,345.37,0.02,20,0.21,19.19,74.01,8,12,6,7,11,N
